# 新课抢先学_2. 邮件营销（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.150] 大家好
[01:05:28.180 - 01:05:29.180] 因為
[01:05:29.180 - 01:05:30.180] 如果我們知道
[01:05:30.180 - 01:05:31.180] 明年
[01:05:31.180 - 01:05:32.180] 六月份
[01:05:32.180 - 01:05:35.180] 有一個比較重要的整狼會
[01:05:35.180 - 01:05:37.180] 我們提前一段時間
[01:05:37.180 - 01:05:38.180] 就可以開始
[01:05:38.180 - 01:05:39.180] 一日
[01:05:39.180 - 01:05:41.180] 我們可以先給
[01:05:41.180 - 01:05:43.180] 這一批客戶
[01:05:43.180 - 01:05:44.180] 發送
[01:05:44.180 - 01:05:46.180] 有件告訴他們
[01:05:46.180 - 01:05:47.180] 我們過了幾個夜就
[01:05:47.180 - 01:05:49.180] 會參加這個周樂會
[01:05:49.180 - 01:05:50.180] 這樣會
[01:05:50.180 - 01:05:52.180] 這樣他們就跟清楚
[01:05:52.180 - 01:05:54.180] 有
[01:05:54.180 - 01:05:56.180] 更可能就可以
[01:05:56.180 - 01:05:57.180] 進行準備
[01:05:57.180 - 01:05:59.180] 如果他們也參加的話
[01:05:59.180 - 01:05:59.740] 我們可以
[01:05:59.740 - 01:06:01.180] 才能夠能夠見面等等
[01:06:01.180 - 01:06:02.180] 同時
[01:06:02.180 - 01:06:03.180] 我們還是需要
[01:06:03.180 - 01:06:04.180] 確定
[01:06:04.180 - 01:06:05.180] 可以說到
[01:06:05.180 - 01:06:07.180] 我們有件以銷的數種
[01:06:07.180 - 01:06:08.180] 主等於是
[01:06:08.180 - 01:06:09.180] 我們
[01:06:09.180 - 01:06:10.180] 一樣是
[01:06:10.180 - 01:06:11.180] 有一個
[01:06:11.180 - 01:06:12.180] 有像
[01:06:12.180 - 01:06:13.180] 列表
[01:06:13.180 - 01:06:14.180] 一樣是
[01:06:14.180 - 01:06:16.180] 我們CRM系統
[01:06:16.180 - 01:06:17.180] 客戶關係
[01:06:17.180 - 01:06:21.180] 和我們有件以銷的工具
[01:06:21.180 - 01:06:22.180] 連在一起
[01:06:22.180 - 01:06:24.180] 然後就可以
[01:06:24.180 - 01:06:25.180] 把
[01:06:25.180 - 01:06:27.180] 我們CRM系統的數據
[01:06:27.180 - 01:06:28.180] 轉到
[01:06:28.180 - 01:06:29.180] 我們的
[01:06:29.180 - 01:06:31.180] 有件以銷的工具
[01:06:31.180 - 01:06:32.180] 裡面
[01:06:32.180 - 01:06:33.180] 這樣我們就可以
[01:06:33.180 - 01:06:36.180] 看更多的信息
[01:06:36.180 - 01:06:38.180] 我們可以看更多的客戶數據
[01:06:38.180 - 01:06:40.180] 我們可以了解這些客戶
[01:06:40.180 - 01:06:41.180] 是
[01:06:41.180 - 01:06:42.180] 信閣戶嗎
[01:06:42.180 - 01:06:44.180] 還是還沒有轉化的客戶
[01:06:44.180 - 01:06:46.180] 還是說一些老客戶
[01:06:46.180 - 01:06:47.180] 這些客戶
[01:06:47.180 - 01:06:49.180] 他們會想要看的信息
[01:06:49.180 - 01:06:50.180] 一定是不一樣的
[01:06:50.180 - 01:06:52.180] 所以我們就可以
[01:06:52.180 - 01:06:53.180] 按照
[01:06:53.180 - 01:06:54.180] 他們的
[01:06:54.180 - 01:06:55.180] 畫像
[01:06:55.180 - 01:06:56.180] 就決定
[01:06:56.180 - 01:06:57.180] 我們可以給他們
[01:06:57.180 - 01:06:58.180] 發什麼
[01:06:58.180 - 01:06:59.180] 歡迎您一些信息
[01:06:59.180 - 01:07:00.180] 和有件的
[01:07:00.180 - 01:07:01.180] 沒有
[01:07:01.180 - 01:07:02.180] 那這種
[01:07:02.180 - 01:07:03.180] 我們的
[01:07:03.180 - 01:07:04.180] 那這種
[01:07:04.180 - 01:07:05.180] 我們企業的
[01:07:05.180 - 01:07:06.180] 角度來看
[01:07:06.180 - 01:07:08.180] 這個有件以銷的流程
[01:07:08.180 - 01:07:10.180] 也是分成自己的部分
[01:07:10.180 - 01:07:11.180] 我們說
[01:07:11.180 - 01:07:12.180] 先需要了解
[01:07:12.180 - 01:07:14.180] 秉去
[01:07:14.180 - 01:07:15.180] 我們
[01:07:15.180 - 01:07:16.180] 要發這些有件的
[01:07:16.180 - 01:07:18.180] 自然是什麼
[01:07:18.180 - 01:07:19.180] 我們是
[01:07:19.180 - 01:07:20.180] 為什麼
[01:07:20.180 - 01:07:21.180] 有發這些有件
[01:07:21.180 - 01:07:22.180] 是
[01:07:22.180 - 01:07:23.180] 讓客戶
[01:07:23.180 - 01:07:24.180] 狀況
[01:07:24.180 - 01:07:25.180] 還是保留
[01:07:25.180 - 01:07:26.180] 客戶
[01:07:26.180 - 01:07:27.180] 還是說
[01:07:27.180 - 01:07:28.180] 讓客戶
[01:07:28.180 - 01:07:29.180] 了解
[01:07:29.180 - 01:07:30.180] 我們的商品
[01:07:30.180 - 01:07:31.180] 我們公司
[01:07:31.180 - 01:07:32.180] 還是
[01:07:32.180 - 01:07:34.180] 我們是有什麼樣的一個目標
[01:07:34.180 - 01:07:35.180] 同時
[01:07:35.180 - 01:07:37.180] 我們是想要發給誰
[01:07:37.180 - 01:07:38.180] 是發給
[01:07:38.180 - 01:07:39.180] 所有的客戶
[01:07:39.180 - 01:07:40.180] 還是說
[01:07:40.180 - 01:07:41.180] 發給一些
[01:07:41.180 - 01:07:42.180] 有錢利的客戶
[01:07:42.180 - 01:07:44.180] 所以我們為了提高
[01:07:44.180 - 01:07:45.180] 狀況
[01:07:45.180 - 01:07:46.180] 我們可以發給
[01:07:46.180 - 01:07:48.180] 還沒有轉化的客戶嗎
[01:07:48.180 - 01:07:49.180] 還是說
[01:07:49.180 - 01:07:51.180] 我們是有什麼樣的一個目標
[01:07:51.180 - 01:07:52.180] 這個
[01:07:52.180 - 01:07:53.180] 是需要
[01:07:53.180 - 01:07:54.180] 提前確定一下
[01:07:54.180 - 01:07:55.180] 同時
[01:07:55.180 - 01:07:56.180] 我當我們已經有
[01:07:56.180 - 01:07:57.180] 我們的
[01:07:57.180 - 01:07:58.180] 有正移銷的工具的話
[01:07:58.180 - 01:07:59.180] 我們是需要
[01:07:59.180 - 01:08:00.180] 開始
[01:08:00.180 - 01:08:01.180] 試記我們的優先
[01:08:01.180 - 01:08:02.180] 那是
[01:08:02.180 - 01:08:03.180] 我們發之前
[01:08:03.180 - 01:08:04.180] 還是可以先
[01:08:04.180 - 01:08:05.180] 發給自己
[01:08:05.180 - 01:08:06.180] 或者發給
[01:08:06.180 - 01:08:07.180] 你的同事
[01:08:07.180 - 01:08:09.180] 因為這些工具
[01:08:09.180 - 01:08:10.180] 還是會用
[01:08:10.180 - 01:08:11.180] 使我們可以先
[01:08:11.180 - 01:08:14.180] 不發送給所有的客戶
[01:08:14.180 - 01:08:16.180] 可以裝備一個字是
[01:08:16.180 - 01:08:17.180] 連接
[01:08:17.180 - 01:08:20.180] 把這份字是有
[01:08:20.180 - 01:08:21.180] 發給
[01:08:21.180 - 01:08:23.180] 我們和一些同事的優先
[01:08:23.180 - 01:08:24.180] 這樣
[01:08:24.180 - 01:08:25.180] 我們可以看一下
[01:08:25.180 - 01:08:27.180] 這份優先看起來怎麼樣
[01:08:27.180 - 01:08:28.180] 有沒有
[01:08:28.180 - 01:08:29.180] 裡面
[01:08:29.180 - 01:08:29.680] 沒有
[01:08:29.680 - 01:08:31.180] 下載好的一些
[01:08:31.180 - 01:08:32.180] 圖片嗎
[01:08:32.180 - 01:08:33.180] 還是說打不開的
[01:08:33.180 - 01:08:34.180] 連接
[01:08:34.180 - 01:08:35.180] 這些都是
[01:08:35.180 - 01:08:37.180] 我們可以提前
[01:08:37.180 - 01:08:38.180] 解決
[01:08:38.180 - 01:08:39.180] 因為這些有
[01:08:39.180 - 01:08:40.180] 這樣發送了
[01:08:40.180 - 01:08:41.180] 以後就不能再休閨
[01:08:42.180 - 01:08:43.180] 我們準備好了
[01:08:43.180 - 01:08:44.180] 字是好了
[01:08:44.180 - 01:08:45.180] 這些
[01:08:45.180 - 01:08:47.180] 又是網絡沒問題的話
[01:08:47.180 - 01:08:48.180] 我們還是可以
[01:08:48.180 - 01:08:49.180] 發送這些優先
[01:08:49.180 - 01:08:50.180] 而發送以後
[01:08:50.180 - 01:08:52.180] 我們還是可以再
[01:08:52.180 - 01:08:53.180] 後來
[01:08:53.180 - 01:08:55.180] 這些有見的效果怎麼樣
[01:08:55.180 - 01:08:56.180] 有多少人看
[01:08:56.180 - 01:08:58.180] 有多少人打開
[01:08:58.180 - 01:08:59.180] 有多少人打開
[01:08:59.180 - 01:09:00.180] 點擊了
[01:09:00.180 - 01:09:01.180] 這份優先裡面的
[01:09:01.180 - 01:09:03.180] 某一個連接等等
[01:09:05.180 - 01:09:06.180] 所以
[01:09:06.180 - 01:09:07.180] 如果我們需要
[01:09:07.180 - 01:09:08.180] 了解
[01:09:08.180 - 01:09:09.180] 用戶
[01:09:09.180 - 01:09:11.180] 它是怎麼可以關注
[01:09:11.180 - 01:09:12.180] 有見影焦
[01:09:12.180 - 01:09:14.180] 這裡我還是可以
[01:09:14.180 - 01:09:16.180] 打造分享了兩個案例
[01:09:16.180 - 01:09:18.180] 但這兩個案例是說
[01:09:18.180 - 01:09:20.180] 他們這兩個客戶
[01:09:20.180 - 01:09:21.180] 這兩個企業
[01:09:21.180 - 01:09:24.180] 他們是有自己的獨立站
[01:09:24.180 - 01:09:26.180] 他們在自己的獨立站
[01:09:26.180 - 01:09:29.180] 是加了這兩個功能
[01:09:29.180 - 01:09:31.180] 如果大家看到
[01:09:31.180 - 01:09:33.180] 這種SACONetlet
[01:09:33.180 - 01:09:35.180] 就電汽
[01:09:35.180 - 01:09:38.180] 我們可以收到來自我們的一些
[01:09:38.180 - 01:09:40.180] 產品跟C
[01:09:40.180 - 01:09:42.180] 然後寶客的文章等等
[01:09:42.180 - 01:09:45.180] 這種就屬於優先影焦
[01:09:45.180 - 01:09:47.180] 因為這個XB Power
[01:09:47.180 - 01:09:48.180] 這個企業
[01:09:48.180 - 01:09:50.180] 他們希望用戶
[01:09:50.180 - 01:09:51.180] 它在下面
[01:09:51.180 - 01:09:53.180] 這個部分可以留自己的有相
[01:09:53.180 - 01:09:54.180] 然後他們就可以
[01:09:54.180 - 01:09:56.180] 管住他們的有見影焦
[01:09:56.180 - 01:09:59.180] 所以他們是這樣就可以吸引
[01:09:59.180 - 01:10:03.180] 很多的用戶管住他們的有見影焦
[01:10:04.180 - 01:10:07.180] 同時如果不是在這裡展示的話
[01:10:07.180 - 01:10:12.180] 很多時候在每一個企業的寶客
[01:10:12.180 - 01:10:15.180] 或者新文
[01:10:15.180 - 01:10:18.180] 或者關於我們這一些陰面
[01:10:18.180 - 01:10:20.180] 都會展示
[01:10:20.180 - 01:10:23.180] 你到用戶管住他們的有見影焦
[01:10:23.180 - 01:10:26.180] 所以一樣是因為他們想要收到
[01:10:26.180 - 01:10:29.180] 來自這家企業的一些產品跟C
[01:10:29.180 - 01:10:33.180] 電話是因為這家企業的電汽分享一些
[01:10:33.180 - 01:10:35.180] 內有比如說分享一些
[01:10:35.180 - 01:10:37.180] 跟這個產業相關的跟這種
[01:10:37.180 - 01:10:41.180] 產品的用讀相關的一些文章
[01:10:41.180 - 01:10:45.180] 然後這些用戶為了電汽收到來自這家企業的文章
[01:10:45.180 - 01:10:49.180] 他們就會管住這個企業的寶客
[01:10:49.180 - 01:10:53.180] 就真是管住這個企業的
[01:10:53.180 - 01:10:54.180] 有見影焦
[01:10:54.180 - 01:10:57.180] 所以上面和旁邊都有
[01:10:57.180 - 01:10:59.180] 展示這個
[01:10:59.180 - 01:11:03.180] 引導用戶管住他們的有見影焦的一個
[01:11:03.180 - 01:11:06.180] 安眠和狀狂
[01:11:06.180 - 01:11:10.180] 那這一些是管於
[01:11:10.180 - 01:11:13.180] 我們做有見影焦的一個數不流程
[01:11:13.180 - 01:11:17.180] 不管是從用戶的角度還是從我們個人的角度
[01:11:17.180 - 01:11:20.180] 我們需要先裝備什麼同時
[01:11:20.180 - 01:11:24.180] 我們一部分一部分一部分的
[01:11:24.180 - 01:11:28.180] 我們做有見影焦的每一個部分是
[01:11:28.180 - 01:11:30.180] 每一個階段是什麼
[01:11:30.180 - 01:11:33.180] 那是我們還是需要學習
[01:11:33.180 - 01:11:37.180] 除了了解這個有見影焦的整體的流程
[01:11:37.180 - 01:11:39.180] 我們還是需要了解
[01:11:39.180 - 01:11:41.180] 如果我們開始做有見影焦的話
[01:11:41.180 - 01:11:43.180] 我們要從哪裡開始
[01:11:43.180 - 01:11:46.180] 同時我們需要怎麼住自己的工具
[01:11:46.180 - 01:11:48.180] 那種這些方面的信息
[01:11:48.180 - 01:11:51.180] 所以這個事我們會就會一起學習
[01:11:51.180 - 01:11:54.180] 另外一些方面的內容
[01:11:54.180 - 01:11:55.180] 感謝大家
[01:12:01.710 - 01:12:02.710] 大家好
[01:12:02.710 - 01:12:06.710] 我們在自己解課的這個部分會學習
[01:12:06.710 - 01:12:08.710] 我們為了做有見影焦需要
[01:12:08.710 - 01:12:10.710] 準備什麼方面的一些
[01:12:10.710 - 01:12:11.710] 工具啊
[01:12:11.710 - 01:12:14.710] 還有信息數財等等
[01:12:14.710 - 01:12:16.710] 我們在前面的部分已經
[01:12:16.710 - 01:12:19.710] 了解過這個事什麼樣的一個去到
[01:12:19.710 - 01:12:22.710] 有見影焦是能給我們帶來什麼方面的幫助
[01:12:22.710 - 01:12:26.710] 同時我們還是睡到了有見影焦的一些特點
[01:12:26.710 - 01:12:28.710] 假設是這個一個
[01:12:28.710 - 01:12:31.710] 解尚是這個有見影焦的流程
[01:12:31.710 - 01:12:33.710] 是我和哪一些解段
[01:12:33.710 - 01:12:36.710] 不管是針對科物還是說
[01:12:36.710 - 01:12:38.710] 針對我們有哪一些解段
[01:12:38.710 - 01:12:40.710] 我們可以把它控管我們可以
[01:12:40.710 - 01:12:44.710] 可以解觸的不同的一些部分
[01:12:44.710 - 01:12:50.650] 那為了做有見影焦
[01:12:50.650 - 01:12:54.650] 我們需要準備的事情有這三個
[01:12:54.650 - 01:12:57.650] 我們需要準備做有見影焦的工具
[01:12:57.650 - 01:13:00.650] 同時我們需要有人才可以寫著
[01:13:00.650 - 01:13:04.650] 我們發這些有見影的有見影焦的有見
[01:13:04.650 - 01:13:09.890] 那為了開始做有見影焦的話
[01:13:09.890 - 01:13:11.890] 我們需要準備這三個東西
[01:13:11.890 - 01:13:16.890] 第一個點是我們需要準備我們有見影焦的工具
[01:13:16.890 - 01:13:19.890] 同時我們需要有人可以寫著我們
[01:13:19.890 - 01:13:23.890] 或者如果是我們自己要發的話也可以
[01:13:23.890 - 01:13:27.890] 那我們需要有什麼樣的一些什麼方面的能力
[01:13:27.890 - 01:13:30.890] 就可以發更好一點的有見影
[01:13:30.890 - 01:13:33.890] 剛好的這種有見影焦的有見
[01:13:33.890 - 01:13:38.890] 同時我們在哪裡可以找到比較好看一點的圖片
[01:13:38.890 - 01:13:40.890] 或視頻書材
[01:13:40.890 - 01:13:44.890] 那同時這些書材是需要沒有版權的
[01:13:44.890 - 01:13:46.890] 我們再給一發送給客戶
[01:13:46.890 - 01:13:50.890] 或者就趕快讓我們還麻煩很多程
[01:13:50.890 - 01:14:03.440] 我們需要有見影焦的工具
[01:14:03.440 - 01:14:05.440] 我寫這一個一個例子出來的四個
[01:14:05.440 - 01:14:09.440] 是比較產階的這種有見影焦的工具
[01:14:09.440 - 01:14:14.440] 然後這些有工具都剛好是免費的
[01:14:14.440 - 01:14:17.440] 其實免費的幫本都是按照
[01:14:17.440 - 01:14:21.440] 你們現在已經有的訂閱指的數量
[01:14:21.440 - 01:14:25.440] 就等於是說如果你們客戶很多的話
[01:14:25.440 - 01:14:28.440] 可能需要改成這種付費版本
[01:14:28.440 - 01:14:33.440] 但是如果你們現在要利用一些客戶
[01:14:33.440 - 01:14:35.440] 然後他們稱為你們的低月指
[01:14:35.440 - 01:14:38.440] 就先自使一下這個區道的話
[01:14:38.440 - 01:14:40.440] 還是有我們免費版本
[01:14:40.440 - 01:14:45.440] 比如說Mailchimp就是很長漢漸的很長用的這種
[01:14:45.440 - 01:14:47.440] 有見影焦的工具
[01:14:47.440 - 01:14:52.440] 這樣你們是有不超過兩種工具
[01:14:52.440 - 01:14:58.440] 而不需要付另外一些費用
[01:14:58.440 - 01:15:04.440] 當然如果你們的訂閱指的數量越來越高
[01:15:04.440 - 01:15:11.440] 你們就可能需要多放一部分的優雙在這個工具上面
[01:15:11.440 - 01:15:14.440] 那人才的話是那關影人才的話
[01:15:14.440 - 01:15:18.420] 這個影像是很長漢漸的工具
[01:15:18.420 - 01:15:21.420] 所以我們要用這個工具的工具
[01:15:21.420 - 01:15:23.420] 那關影人才的話
[01:15:23.420 - 01:15:30.420] 這個影像還是需要有一部分人可以支持
[01:15:30.420 - 01:15:35.420] 當然如果你們想要的自己放送也是完全沒問題的
[01:15:35.420 - 01:15:39.420] 我一個需要考慮的點是說你們的文案
[01:15:39.420 - 01:15:41.420] 轉線能力是需要有的
[01:15:41.420 - 01:15:45.420] 就等於說你們的音音水平需要還不錯
[01:15:45.420 - 01:15:48.420] 就可以放一些更有效的有件影響的有件
[01:15:48.420 - 01:15:52.420] 如果你們的音音水平真的很差的話
[01:15:52.420 - 01:15:56.420] 最好還是先找另外一個同時可以支持你們
[01:15:56.420 - 01:16:00.420] 但其實你們也不一定需要有這麼高端的
[01:16:00.420 - 01:16:03.420] 這種有建議銷的設計能力
[01:16:03.420 - 01:16:08.420] 或者你不需要當一個設計設計就可以做有建議銷
[01:16:08.420 - 01:16:11.420] 因為這些工具還是非常優好的
[01:16:11.420 - 01:16:15.420] 就是你們現在要怎麼利用就還是在別簡單的
[01:16:15.420 - 01:16:17.420] 所以大家不用擔心
[01:16:17.420 - 01:16:21.420] 但是轉線能力還是是最關鍵的
[01:16:21.420 - 01:16:25.420] 當然除了鳥姐這個是有建議銷是什麼
[01:16:25.420 - 01:16:27.420] 這個是什麼樣的一個去到
[01:16:27.420 - 01:16:32.420] 通過這些方面的信息和研究就可以整理
[01:16:32.420 - 01:16:36.420] 我們要發送有建議銷的資料是什麼
[01:16:36.420 - 01:16:40.420] 那這些是最關鍵的一部分的能力
[01:16:40.420 - 01:16:46.500] 然後很多時候用戶
[01:16:46.500 - 01:16:53.360] 然後很多時候企業很多企業都會感覺
[01:16:53.360 - 01:16:57.360] 最花時間最偷的
[01:16:57.360 - 01:17:01.360] 有些人以銷的相關的部分就哪一些
[01:17:01.360 - 01:17:05.360] 就是很多人都會覺得我要寫
[01:17:05.360 - 01:17:08.360] 這份有建議的內容是最讓我偷的
[01:17:08.360 - 01:17:14.360] 最難或者最需要花時間想一想轉禮
[01:17:14.360 - 01:17:17.360] 然後寫比較遞到一點的文案
[01:17:17.360 - 01:17:19.360] 另外一個點是真理
[01:17:19.360 - 01:17:25.360] 我們的有建議銷的設計和圖片書材等等
[01:17:25.360 - 01:17:31.360] 這個也是另外一個比較花時間的一部分
[01:17:31.360 - 01:17:32.360] 任務
[01:17:32.360 - 01:17:37.950] 那整個我們已經注冊好了
[01:17:37.950 - 01:17:40.950] 我們的有建議銷的工具同時
[01:17:40.950 - 01:17:44.950] 我們已經聽好了是誰會負責發這些有建
[01:17:44.950 - 01:17:46.950] 是我們自己有發嗎
[01:17:46.950 - 01:17:50.950] 還是說有另外一個同時可以幫我們發
[01:17:50.950 - 01:17:56.950] 這個都可以而且也可以把我們的這部分的工作
[01:17:56.950 - 01:18:00.950] 也分開的就等於是說可能有另外一個同時
[01:18:00.950 - 01:18:03.950] 它這負責寫有建議銷的文案
[01:18:03.950 - 01:18:07.950] 我只負責發送這種也都可以
[01:18:07.950 - 01:18:10.950] 因為放在我們是需要利用工具
[01:18:10.950 - 01:18:15.950] 這等於還是可以讓多人同時的路
[01:18:15.950 - 01:18:20.950] 稍微休閣一下這份有建議的內容都是可以的
[01:18:20.950 - 01:18:26.950] 那我們除了定我們要利用什麼工具
[01:18:26.950 - 01:18:30.950] 同時還定我們需要有誰來負責
[01:18:30.950 - 01:18:33.950] 有建議銷的工具的運營
[01:18:33.950 - 01:18:36.950] 還有這些有建的發送
[01:18:36.950 - 01:18:39.950] 還有這些有建的設計文案專寫等等
[01:18:39.950 - 01:18:43.950] 我們還是需要在我們的有建裡面
[01:18:43.950 - 01:18:48.950] 商場一些比較好看一點的圖片和視頻
[01:18:48.950 - 01:18:55.950] 因為我們在這些課程的內容都是有看到不少的
[01:18:55.950 - 01:18:59.950] 其實其他企業的有建議銷的借圖
[01:18:59.950 - 01:19:02.950] 這些借圖都是比較好看的
[01:19:02.950 - 01:19:05.950] 有比較好看的視機
[01:19:05.950 - 01:19:07.950] 有一些圖片的宗仔
[01:19:07.950 - 01:19:11.950] 如果我們想要利用這些圖片
[01:19:11.950 - 01:19:16.950] 有建議銷的有建看起來跟好看一點
[01:19:16.950 - 01:19:17.950] 更有心理的話
[01:19:17.950 - 01:19:21.950] 我們也可以商場一些沒有版權的資料
[01:19:21.950 - 01:19:25.950] 這些沒有版權的資料算哪你可以找到
[01:19:25.950 - 01:19:29.950] 很多時候在下面這四個網站都可以找到
[01:19:29.950 - 01:19:32.950] 比較好看的圖片書材
[01:19:32.950 - 01:19:34.950] 第一個叫Unsplash
[01:19:34.950 - 01:19:36.950] 第二個叫Paxos
[01:19:36.950 - 01:19:38.950] 第三個叫PixBake
[01:19:38.950 - 01:19:43.950] 第一個是說是南方我們找到一些小圖
[01:19:43.950 - 01:19:47.950] 可能不是說整一張圖片也沒有人的
[01:19:47.950 - 01:19:50.950] 沒有人在這張圖片裡面
[01:19:50.950 - 01:19:52.950] 就是一些小圖
[01:19:52.950 - 01:19:55.950] 大家在這份PPD裡面
[01:19:55.950 - 01:20:00.950] 在其他一些資料都能看到的一些小圖
[01:20:00.950 - 01:20:03.950] 小圖片都是在這個網站
[01:20:03.950 - 01:20:09.610] 這個FlattyGone也是沒有版權的
[01:20:09.610 - 01:20:12.610] 所以我們需要打開這些網站
[01:20:12.610 - 01:20:15.610] 然後就可以所譬如說Mine Factory
[01:20:15.610 - 01:20:19.610] 或者說House of the Blindsies
[01:20:19.610 - 01:20:24.610] 等等我們要所的是跟我們賣的產品比較相同的
[01:20:24.610 - 01:20:27.610] 然後找一些我們覺得比較好看的圖片
[01:20:27.610 - 01:20:33.610] 然後後面就可以讓我們團隊或者外包給別人
[01:20:33.610 - 01:20:37.610] 就讓他們是就是休閣一下
[01:20:37.610 - 01:20:41.610] 我們這些圖片還是說自己的利用也是可以的
[01:20:41.610 - 01:20:43.610] 看你們的輸球
[01:20:43.610 - 01:20:49.610] 可能你們更想要另外一個顏色的圖片
[01:20:49.610 - 01:20:52.610] 還是說希望可以在裡面
[01:20:52.610 - 01:20:56.610] 不從更多的一些部分作為我們的
[01:20:56.610 - 01:20:59.610] 有件以銷的Bandler圖也可以
[01:20:59.610 - 01:21:05.610] 但是很多時候其實你們這些現在利用也是網站買問題的
[01:21:05.610 - 01:21:07.610] 所以我們在這個部分
[01:21:07.610 - 01:21:10.610] 水道的內容也是跟有陣影銷有關係
[01:21:10.610 - 01:21:13.610] 我們睡眠的是我們要
[01:21:13.610 - 01:21:17.610] 從哪裡開始就等於是說我們需要確定
[01:21:17.610 - 01:21:19.610] 我們要利用的工具
[01:21:19.610 - 01:21:23.610] 同時也需要確定是誰會負責這個有件以銷
[01:21:23.610 - 01:21:28.610] 第三個是說我們需要找到比較合設的圖片書材
[01:21:28.610 - 01:21:34.610] 那我們現在只要從第一個開始
[01:21:34.610 - 01:21:38.610] 就等於說我們確定我們要利用工具的話
[01:21:38.610 - 01:21:42.610] 我們怎麼可以開始利用這個工具
[01:21:42.610 - 01:21:45.610] 我們先需要注射這個工具的帳號
[01:21:45.610 - 01:21:47.610] 然後就開始利用
[01:21:47.610 - 01:21:51.610] 然後一步一步的總我們看注射我們的帳號
[01:21:51.610 - 01:21:55.610] 到我們可以發送比較好看一點的有件以銷的有件
[01:21:55.610 - 01:21:59.610] 這個也是我們需要做的一部分工作
[01:21:59.610 - 01:22:03.610] 都是我們注射了這個工具以後
[01:22:03.610 - 01:22:09.610] 我們需要商場我們的訂閱者的有相
[01:22:09.610 - 01:22:14.610] 就等於是說我們需要讓我們這些有件有更多人可以看到
[01:22:14.610 - 01:22:18.610] 那要們是我們已經有一些客戶的有限量裂表
[01:22:18.610 - 01:22:22.610] 這樣是說我們就慢慢就開始整理心的
[01:22:22.610 - 01:22:26.610] 就等於是說我們可以把這個有件以銷的短口
[01:22:26.610 - 01:22:34.610] 放到我們的中國製造主義或者是在我們獨立站還是在其他取到都可以引到乾脆的用戶
[01:22:34.610 - 01:22:41.610] 關注我們的有件以銷就可以慢慢增加我們這個有件以銷的地獄者數量
[01:22:41.610 - 01:22:44.610] 同時我們已經有這個工具以後
[01:22:44.610 - 01:22:48.610] 我們需要屬性我們可以發什麼樣的內容
[01:22:48.610 - 01:22:51.610] 同時我們要怎麼發這些內容
[01:22:51.610 - 01:22:55.610] 就等於是說我們要一步一步的怎麼設計
[01:22:55.610 - 01:22:59.610] 怎麼好看的圖片 怎麼好看的有件
[01:22:59.610 - 01:23:06.610] 都是我們還是可以發了以後還是怎麼可以判斷我們發的有件有沒有效果
[01:23:06.610 - 01:23:12.610] 然後數據怎麼樣等等這是我們要學習的其他一些方面的內容
[01:23:12.610 - 01:23:14.610] 感謝大家
[01:23:17.610 - 01:23:28.380] 我們在檢驗的課程內容裡面有學到有件以銷式什麼樣的去到
[01:23:28.380 - 01:23:32.380] 同時有件以銷量給我們平排
[01:23:32.380 - 01:23:35.380] 給我們公司帶來什麼方面的網路
[01:23:35.380 - 01:23:37.380] 支持
[01:23:37.380 - 01:23:41.380] 同時我們還是睡到了有件以銷的一些特點
[01:23:41.380 - 01:23:46.380] 那我們現在有學習如果我們真的有開始做有件以銷
[01:23:46.380 - 01:23:51.380] 我們一定需要選擇一個有件以銷的工具
[01:23:51.380 - 01:23:55.380] 就也是我們在簽名已經學到的一步分類
[01:23:55.380 - 01:23:59.380] 我們在這個部分要學習
[01:23:59.380 - 01:24:02.380] 我們要如何諸测這個有件以銷的工具
[01:24:03.380 - 01:24:05.380] 我們需要準備什麼
[01:24:05.380 - 01:24:08.380] 好我們可以選擇哪一個工具
[01:24:08.380 - 01:24:16.380] 因為我在前面的部分給大家分享了四個不同的有件以銷的工具
[01:24:16.380 - 01:24:23.380] 在這四個工具之中我就給大家先接受了一個
[01:24:23.380 - 01:24:29.380] 這是我們現在要學習的工具
[01:24:29.380 - 01:24:33.380] 要演究的工具是叫沒有庭
[01:24:33.380 - 01:24:38.380] 沒有庭是在睡有的有件以銷的工具
[01:24:38.380 - 01:24:43.380] 這種是最慘用的工具也是不少的
[01:24:43.380 - 01:24:49.380] 還是比較多的所以如果大家不知道可以選擇哪一個有件以銷的工具
[01:24:49.380 - 01:24:53.380] 那就可以先40個小沒有庭
[01:24:53.380 - 01:24:58.380] 所以沒有庭是沒有庭的銷的工具還是比較多
[01:24:58.380 - 01:25:04.380] 所以他們難以提供的工具和這次還是比較豐富
[01:25:04.380 - 01:25:10.380] 雖然其實其他工具也差不多可能有一些更適合
[01:25:10.380 - 01:25:13.380] 比當然更適合西端比如說
[01:25:13.380 - 01:25:19.380] 加入我們是一家B2C企業的話我們還是可以在書庇法
[01:25:19.380 - 01:25:26.380] 這次利用書庇法的有件以銷的工具所以不需要以銷另外一個工具
[01:25:26.380 - 01:25:32.380] 但是如果我們是必裝的把我們就一定銷選擇一個工具
[01:25:32.380 - 01:25:36.380] 那就是沒有庭拍攝比較多的比較好的工具
[01:25:36.380 - 01:25:43.980] 所以很多企業才捐求的都會利用這個工具
