# 新课抢先学_5. 参展攻略（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.250] 我们再看后面两位
[01:33:52.520 - 01:33:56.600] 表述了水平包括重点的财数你自我的价值
[01:33:57.120 - 01:33:58.140] 微呼起伟
[01:33:58.660 - 01:34:00.440] 大量的偏肅
[01:34:00.700 - 01:34:06.340] 是在无用当中大量的偏肅是等待客户要要求客户回复什么
[01:34:07.100 - 01:34:12.220] 我就不清楚客户看到你那个东西真的就感兴去吗如果不感兴去怎么办
[01:34:12.740 - 01:34:16.580] 这是一个并不是一个简单的表述的问题
[01:34:16.840 - 01:34:18.880] 而是一个思维的问题
[01:34:19.900 - 01:34:21.700] 好我们来看一下第二个
[01:34:22.460 - 01:34:25.280] 第二个也是一个比较经典的一个问题
[01:34:25.740 - 01:34:27.580] 那么比如说
[01:34:29.120 - 01:34:35.260] 判定是可以做了什么东西
[01:34:36.770 - 01:34:39.330] 判定是
[01:34:39.590 - 01:34:41.890] 有带完成的
[01:34:42.410 - 01:34:44.970] 做了什么东西
[01:34:45.470 - 01:34:48.290] 你为什么要写判定这个事情
[01:34:48.550 - 01:34:50.330] 我不能理解这个词
[01:34:50.590 - 01:34:51.870] 为什么在这个事情上面
[01:34:52.130 - 01:34:55.450] 你只有和他有合作了关系的才会去
[01:34:55.970 - 01:34:58.010] 然后在这个上面
[01:34:58.010 - 01:34:58.650] 合作
[01:34:58.770 - 01:34:59.810] 这个展会上面
[01:34:59.810 - 01:35:03.130] 所以这个标题也是在等待客户回复
[01:35:03.390 - 01:35:05.690] 从标题上面就已经定位了
[01:35:05.690 - 01:35:08.770] 他期待客户给他什么样的回复
[01:35:09.270 - 01:35:11.330] 然后来害什么什么
[01:35:11.830 - 01:35:13.370] 这意思是什么什么什么什么
[01:35:13.370 - 01:35:13.890] companel
[01:35:14.130 - 01:35:14.910] OK正常
[01:35:15.170 - 01:35:16.190] 好 正常开始
[01:35:16.690 - 01:35:17.730] firstly
[01:35:17.990 - 01:35:21.810] let me share the photo with you at all booth
[01:35:22.850 - 01:35:23.610] 好
[01:35:23.610 - 01:35:26.430] 先看他把这个照片给他看
[01:35:26.690 - 01:35:30.770] 照片只是顺便给他看千万别把它当了正事
[01:35:31.290 - 01:35:32.310] 然后
[01:35:32.570 - 01:35:35.630] and place find the formal petitioner
[01:35:35.890 - 01:35:36.670] attachment
[01:35:37.170 - 01:35:41.530] 然后你请看到这个我们正规的报价在附近当中
[01:35:42.290 - 01:35:44.850] 而这位面是有什么爱程
[01:35:45.110 - 01:35:48.690] Only with the promotion price during the fair
[01:35:49.670 - 01:35:51.510] 就如果我们所提到的
[01:35:51.770 - 01:35:54.330] 有一些产品目的产品
[01:35:54.830 - 01:35:57.910] 是给予了处消价在展会当中
[01:35:58.410 - 01:35:59.950] 那这就问题来了
[01:35:59.950 - 01:36:03.290] 你在展会当中给予他的更低的价格
[01:36:03.790 - 01:36:07.130] 你有给他在有见到的报个更高的价格
[01:36:07.370 - 01:36:09.430] 你是不想做这个声音吗
[01:36:09.930 - 01:36:12.490] 你在如何解释这样的问题呢
[01:36:13.270 - 01:36:17.610] 那我看到你能够给我跟你在展会上能够给别人更低价格
[01:36:17.610 - 01:36:20.430] 你现在就跟到大家我才不从你这满了
[01:36:21.450 - 01:36:23.750] 在一下就把自己说黄了
[01:36:24.530 - 01:36:29.390] 所以在这个问题上面不要逆刻进展身上的一个价格的企业
[01:36:30.410 - 01:36:36.050] 把自己陷入了一个被动的进进进进进进进
[01:36:36.050 - 01:36:36.550] 当中
[01:36:37.070 - 01:36:38.850] 然后后面就是
[01:36:39.110 - 01:36:40.650] So play check
[01:36:41.150 - 01:36:45.010] and we can talk mode to this if you have any questions
[01:36:45.250 - 01:36:47.310] 所以请卡查看一下
[01:36:47.510 - 01:36:50.890] 我们可以聊更多的细节如果你有问题的话
[01:36:51.670 - 01:36:55.250] 又是这一种话呢我们大家的经常会说
[01:36:55.750 - 01:36:58.570] 又是球客户给我们回复
[01:36:59.090 - 01:37:02.150] 又是球客户给我们一些打赋
[01:37:02.670 - 01:37:06.250] 他和摩帝一天的CPU还有Anycredits
[01:37:06.510 - 01:37:09.330] 如果客户没有credits怎么办
[01:37:11.110 - 01:37:15.470] 这一天有见我们当时我们的夜五月我们回来之后
[01:37:15.670 - 01:37:17.270] 我们常常会想
[01:37:17.510 - 01:37:19.830] 我们很努力地去跟农客户了
[01:37:20.070 - 01:37:23.150] 可是为什么客户还是没有搞定
[01:37:23.410 - 01:37:25.710] 问题就在这些细节当中
[01:37:26.230 - 01:37:29.290] 你怎么去写一方有见去吸引客户
[01:37:29.550 - 01:37:33.390] 你想我们写方有见去更加准确表述你的问题
[01:37:33.910 - 01:37:38.510] 在今天有见到农非常简单直白的表现出来
[01:37:38.770 - 01:37:40.810] 所以别人不离我们
[01:37:41.070 - 01:37:42.350] 是也很正常
[01:37:42.610 - 01:37:44.910] 因为你不知道去怎么样去
[01:37:45.670 - 01:37:49.010] 就怎么会被不上让人别人怎么回答你
[01:37:49.270 - 01:37:52.330] 别人如果真的不感兴去的话你怎么办呢
[01:37:52.590 - 01:37:53.870] 你也不知道
[01:37:54.130 - 01:37:55.150] 需求
[01:37:55.910 - 01:37:59.250] 所以呢那么我们来到第四个这个是我们后来写的
[01:38:00.270 - 01:38:01.810] 你看一下我们这个表题
[01:38:02.570 - 01:38:04.870] Customer LED Light Project
[01:38:05.390 - 01:38:07.430] 客户的这个 Project
[01:38:07.690 - 01:38:09.230] 我就直接讲那个 Project
[01:38:09.490 - 01:38:11.030] 没有讲去来细数
[01:38:11.270 - 01:38:14.350] 然后在附近拿到枪的在后面宽号当中枪的
[01:38:14.550 - 01:38:18.190] 哪个来自谁来自一个秘密庆去对
[01:38:18.710 - 01:38:19.730] 谁来自呢
[01:38:19.990 - 01:38:22.290] 这个台头的标题一下对比像
[01:38:22.550 - 01:38:24.850] 这个台头的标题是不更和你呢
[01:38:25.870 - 01:38:27.150] 我们在看后面
[01:38:27.410 - 01:38:29.190] 害什么什么什么
[01:38:29.450 - 01:38:30.990] Lice Evely
[01:38:31.510 - 01:38:34.070] 这一次一个什么什么什么什么什么什么
[01:38:34.070 - 01:38:34.830] complete
[01:38:35.090 - 01:38:36.630] WeTubeMet to date
[01:38:36.870 - 01:38:38.670] Cblow Our Photo
[01:38:38.930 - 01:38:39.690] on Boot
[01:38:40.210 - 01:38:43.030] 很简单的一下就成数了成绩了
[01:38:43.030 - 01:38:45.590] 将逆刻将自己表明数字级
[01:38:45.850 - 01:38:49.170] 而瞬变就带一张租照片在上面
[01:38:49.430 - 01:38:51.230] 那你这个时候可以看一下我们的照片
[01:38:51.470 - 01:38:53.270] 我瞬变了成绩了
[01:38:53.790 - 01:38:56.590] 把之前我们见过的情况
[01:38:56.850 - 01:38:57.370] 所以想
[01:38:57.630 - 01:39:00.190] 而不是像之前的照表示 photos
[01:39:00.430 - 01:39:02.490] first layer of photo发的前面
[01:39:02.750 - 01:39:03.510] 太
[01:39:04.030 - 01:39:07.870] 用了太大的偏章或太过于正式的话语
[01:39:08.130 - 01:39:08.890] 放了中间
[01:39:09.150 - 01:39:10.670] 让别人无同时刻
[01:39:11.130 - 01:39:13.750] 不是很自然的表述这样的过程
[01:39:14.250 - 01:39:15.270] 我们再看
[01:39:15.530 - 01:39:19.110] Bottie on Interstate LED Light
[01:39:19.890 - 01:39:23.470] Dact shit and pictures in Attackment
[01:39:24.230 - 01:39:27.050] 强调了你所感兴趣的
[01:39:27.310 - 01:39:29.110] 说明在展会上面
[01:39:29.350 - 01:39:31.150] 你和客户以及
[01:39:31.410 - 01:39:33.710] 就某个东西已经开始了讨论
[01:39:33.970 - 01:39:36.530] 已经讨论了清楚就一些事情开始了
[01:39:37.290 - 01:39:39.350] 就一些事情开始的话
[01:39:39.550 - 01:39:40.370] 那么说明的
[01:39:40.890 - 01:39:43.450] 这个事情已经开始真正实施的开始了
[01:39:43.950 - 01:39:45.490] 你这个时候可以去专注了
[01:39:46.010 - 01:39:48.310] 但客户聊了清楚之后
[01:39:48.570 - 01:39:50.350] 立刻给语上面就是
[01:39:50.610 - 01:39:51.390] 给人
[01:39:51.650 - 01:39:54.450] 这个卸插这个产品说
[01:39:54.710 - 01:39:57.010] 包括这个照片等等
[01:39:57.530 - 01:39:59.830] 这个就是立刻就显示上去了
[01:40:00.330 - 01:40:01.630] 这个是不是
[01:40:02.130 - 01:40:04.190] 这个时候就相当于对众下样
[01:40:05.210 - 01:40:08.030] 然后在绿色黄色的当中
[01:40:08.490 - 01:40:10.070] 一句话最后一句话就是
[01:40:10.330 - 01:40:13.650] Best device will be provide a little wide-set
[01:40:13.670 - 01:40:14.690] get to your quantity
[01:40:15.710 - 01:40:17.250] 客户都知道想要最低降
[01:40:18.270 - 01:40:20.570] 但是我们一般来说对问他 quantity
[01:40:20.830 - 01:40:22.110] 量多少我们才能爆酱
[01:40:22.630 - 01:40:25.950] 那么我们把它把价格和他的数量给结合在一起
[01:40:26.210 - 01:40:28.770] 在一句话当中非常流暢的表示出来
[01:40:29.530 - 01:40:31.830] 这样的话与这个这样的形式当中出来了
[01:40:32.350 - 01:40:35.430] Best device will be provide a wide-set
[01:40:35.430 - 01:40:36.450] 要夸安的问题
[01:40:36.970 - 01:40:37.990] 我们来说
[01:40:38.490 - 01:40:40.550] 以前传统的我们的问题就是
[01:40:40.810 - 01:40:41.830] 会回答是
[01:40:42.090 - 01:40:45.930] I'm gonna quantity so that's i can offer your price
[01:40:46.690 - 01:40:49.770] 客户觉得我给你 quantity了我没有收到好处
[01:40:50.270 - 01:40:52.830] 我需要得到好处是Best price
[01:40:54.370 - 01:40:55.910] 所以在这个问题上面
[01:40:56.170 - 01:41:00.510] 就又打了客户去回答你的问题
[01:41:01.030 - 01:41:03.850] 这个是非常很好的一个又打方式
[01:41:04.830 - 01:41:06.150] 最后第三段
[01:41:06.670 - 01:41:08.450] Move Requirements
[01:41:08.710 - 01:41:11.790] Just in form of related to us
[01:41:12.550 - 01:41:14.090] 更多的需求
[01:41:14.350 - 01:41:15.370] 只要
[01:41:16.390 - 01:41:18.950] 查看一下或者去访问我们一下
[01:41:19.210 - 01:41:19.990] 就可以了
[01:41:20.230 - 01:41:21.010] 告诉我们
[01:41:22.030 - 01:41:22.790] 就可以了
[01:41:23.050 - 01:41:27.150] 很简单它的于这样的于济非常的几念
[01:41:27.410 - 01:41:29.710] 而不是像我们之前所说的
[01:41:29.710 - 01:41:34.830] Tonise Check and we can talk more details if you have any questions
[01:41:35.350 - 01:41:38.150] Look forward to your reprise to the facts
[01:41:38.930 - 01:41:43.530] 这样的两种表述方式是有很大的水平的差距的
[01:41:43.790 - 01:41:47.370] 你在用20个字幕表示求它回答的时候
[01:41:47.630 - 01:41:51.730] 别人只大概用了67个字幕就六七个单子就可以了
[01:41:53.770 - 01:41:57.350] 所以这个事实上就是水平的差距了
[01:41:57.810 - 01:42:02.210] 所以我们从来说一个外贸业务员有什么区别
[01:42:02.470 - 01:42:06.830] 在游见到有什么水平的区别在这个当中就体现出来
[01:42:07.590 - 01:42:10.410] 说话一定要清楚要有重点
[01:42:11.170 - 01:42:12.190] 然后呢
[01:42:12.450 - 01:42:13.990] Senserely
[01:42:14.250 - 01:42:17.570] 不要传统的Best Regard这种东西
[01:42:17.830 - 01:42:22.430] 说实话在游见到看到Best Regard这种时候我就等于没看到
[01:42:22.690 - 01:42:24.490] 因为它不代表任何的意思
[01:42:24.750 - 01:42:26.530] 大家都看得太熟了
[01:42:27.050 - 01:42:30.890] 自演太清晰了一只用忘记的这个词的意思
[01:42:31.910 - 01:42:34.970] 然后后面Signature Photo
[01:42:35.490 - 01:42:39.070] 把这些千名和自己的照片复杂曲
[01:42:39.330 - 01:42:43.170] 让我觉得知道看了你照片知道你是水
[01:42:43.930 - 01:42:47.010] 那么它应该会给你就能对上为
[01:42:48.030 - 01:42:49.570] 知道你的专业性
[01:42:50.330 - 01:42:53.930] 我们一上来就讲了这三片的文章的内容
[01:42:54.450 - 01:42:55.970] 那么大家对比一下
[01:42:56.230 - 01:42:58.290] 是不是有很大的区别呢
[01:42:58.790 - 01:43:01.090] 在三片的这样的一个简单有见当中
[01:43:01.610 - 01:43:03.150] 是让自速都差不多
[01:43:03.650 - 01:43:07.250] 一般来说大概都是在150至200字
[01:43:07.510 - 01:43:10.050] 也大多数都是产僚解一项
[01:43:10.310 - 01:43:12.370] 讲回后面跟中的具体的内容
[01:43:12.630 - 01:43:14.410] 我们谈来说谈来产品
[01:43:14.670 - 01:43:17.230] 跟上然后将这个事情具体化
[01:43:17.490 - 01:43:17.990] 是不是
[01:43:18.770 - 01:43:19.010] 所以
[01:43:19.270 - 01:43:20.550] 事情是相同的
[01:43:20.810 - 01:43:22.850] 可是表述方法有很大的区别
[01:43:23.310 - 01:43:27.710] 这个里面就是市场是有一个很大的一个麻烦在里面
[01:43:27.970 - 01:43:30.530] 那么会可能给客户造成不好的印象
[01:43:31.550 - 01:43:32.070] 所以呢
[01:43:32.070 - 01:43:34.110] 我们来看第一条文第一个
[01:43:34.370 - 01:43:36.670] 第一个了一定要去
[01:43:37.190 - 01:43:38.710] 检决明了
[01:43:40.250 - 01:43:42.810] 来一句话把一件事情
[01:43:43.590 - 01:43:47.930] 两句话把两件事情说清楚的就不要多废话
[01:43:49.730 - 01:43:52.030] 检单快速传绵你的重点
[01:43:53.570 - 01:43:55.670] 让人别人妙意
[01:43:56.170 - 01:43:57.450] 就能看明白
[01:43:57.970 - 01:43:58.730] 就最好了
[01:43:59.510 - 01:44:00.270] 因为为什么呢
[01:44:00.790 - 01:44:02.070] 大家都是生意人
[01:44:03.090 - 01:44:04.890] 工作时间很有限的
[01:44:05.390 - 01:44:07.690] 在这个点上的人高效一些呢
[01:44:07.950 - 01:44:08.970] 就高效一些
[01:44:10.510 - 01:44:10.770] 对吧
[01:44:11.030 - 01:44:14.090] 与元经验事情又说清楚的话呢
[01:44:14.350 - 01:44:16.410] 也会给客人
[01:44:16.910 - 01:44:19.730] 一种专业干练的心人感
[01:44:20.250 - 01:44:21.770] 这个呢是核心
[01:44:23.370 - 01:44:24.650] 第二个话呢就是
[01:44:25.150 - 01:44:26.170] 一定要
[01:44:26.430 - 01:44:27.710] 层上起象
[01:44:28.490 - 01:44:30.530] 核心就是你要会成
[01:44:30.790 - 01:44:31.810] 这上面
[01:44:32.070 - 01:44:33.090] 戴动下面
[01:44:33.350 - 01:44:34.630] 戴动所谓起象
[01:44:35.130 - 01:44:37.450] 不是说写起象是流着下面的
[01:44:37.710 - 01:44:40.770] 是起象是让你客户去回复你
[01:44:41.030 - 01:44:43.330] 让客户知道是如何的方落
[01:44:44.610 - 01:44:46.650] 所以有件的开始呢
[01:44:46.910 - 01:44:49.990] 一定要别人有一种快速的合理对结感
[01:44:49.990 - 01:44:55.340] 而不是紧念戴戴戴就是重复散x之类的
[01:44:55.600 - 01:44:57.380] 要别人合理快速对结
[01:44:57.900 - 01:45:02.000] 也就是找回你们的共同的话题和计议点
[01:45:02.260 - 01:45:03.280] 好延许
[01:45:04.300 - 01:45:07.880] 不要让客户去翻计度才计企业
[01:45:08.140 - 01:45:09.160] 你是谁
[01:45:09.420 - 01:45:11.460] 你和他有什么关系
[01:45:11.720 - 01:45:12.740] 谈了什么样的项目
[01:45:13.000 - 01:45:14.040] 谈到牢里
[01:45:14.540 - 01:45:16.840] 这个呢要立刻说清楚
[01:45:17.360 - 01:45:20.940] 让客户明白不要让客户太费老金
[01:45:21.500 - 01:45:32.000] 日常溝通的時候,我也特別討厭那種斷點溝通,什麼都知道,你以為,你以所當然都以為客戶都記得
[01:45:32.500 - 01:45:45.500] 然後就泡出一個話題,這樣客戶去接,客戶在展會上面,一般展會上面一般見的人,不會少於20人,少說20多則56時個人
[01:45:45.500 - 01:45:49.600] 他怎麼可能記得每一個人所談的內容呢?
[01:45:49.600 - 01:46:02.400] 這麼多56時個人當中如何脫影,好處,這是刺關重要的,讓別人給予產生印象,就取結於你的英語,取結於你的有見,
[01:46:02.400 - 01:46:12.900] 取結於你的溝通說話,你的電話當中的這個英語,非常劉力也遞到的表述,這些都是很重要的
[01:46:12.900 - 01:46:26.900] 第二個就是,我們是要有責任,要去引導客戶,立刻明白,我們在談什麼,不要跟客戶肉,肉了半天也不太理解,我們是有責任去引導客戶的
[01:46:27.900 - 01:46:52.900] 後面就是,有見了結尾,除了提醒的回復,還一定要留有餘地的好接,也就是下高子,也就是讓客戶給你回復感,下一個高子讓客戶回復,方便日後,或是有見和話題跟進,其實這也就是引導,引導客戶去說話,引導客戶去發揮阿婆
[01:46:52.900 - 01:47:16.900] 那麼,所以那就分成了三成,這個程少,起下加基東,基東就是你在中間點名你說談了內容,一風有見,他就和人一個樣子,他是立體的,是有畫面感的,而不是一個騙子或一塊顯示瓶,簡單的一些字母、句子,不是這樣的,
[01:47:16.900 - 01:47:51.850] 他說我所說的,第二點,第三個要求是用於用於簡單一懂,為人這麼說,因為我們的音樂是他來說沒有那麼好,於法也不見得多驚痛,別去讓自己看起來廢基地,而且同時你這個不當是你自己,說實話客戶很多人都不見得多驚痛,
[01:47:51.950 - 01:48:21.850] 以後也不是母語界,母語的客戶,有的時候並非都是一來自音美這樣的客戶,很多客戶來自於,比如說阿拉伯,等等,他們的音語其實也很一般,不一定比你好多少,所以這個時候很容易讓人家有一種理解的錯,你還跟麻煩自逃苦吃,這個是一個非人的聲音,
[01:48:21.950 - 01:48:51.850] 所以有見了情寫的直白一些,沒關係的,真的直白一點,寫了太危碼人家看不懂,你也有混,看懂的又覺得你不遞到在鬧笑話,所以我們很多是說那麼多的Sanx,然後又繞著那大圈,其實我覺得作用性都不大,都是事實上在浪費口誓,我覺得很多時候更多的是平衡的,
[01:48:51.950 - 01:49:05.950] 少出現那種Sanx或者是Sarge來的,Sanx一般出現在於別人真的幫上了你的忙,幫上了你的大忙,你才說Sanx,
[01:49:05.950 - 01:49:24.850] 阿伯是別人回覆一封油鍵,就要說Sanx,別人也想做聲音一樣,為什麼別人想做聲音回覆你油鍵就要用Sanx呢,你就要謝謝別人,你反而人家不應該說新鮮,你應該提供更多的樣品嗎,更多的機會和聲音點嗎?
[01:49:24.850 - 01:49:53.850] 所以一些詞語的出現是直接把自己的角色和態度放出了一個更低的進入狀態,在這個時候的話,我們很容易失去的一種平等溝通的狀態,同時有說客戶不直接回覆你沒有直接快速的回覆你你就說Sarge to interrupt you,Sarge to什麼什麼什麼?
[01:49:53.850 - 01:50:23.850] 你平衆什麼Sarge呢?你為什麼要Sarge呢?你沒做錯什麼呀?別人在幫你發風有劫怎麼叫達人別人呢?你不是聽年打電話Sarge別人,所以我對於我們外貌從事業務員,那來說這個角色這個窗口非常的重要,不管你是哪,還是罵,所以貼心那病不在於求這別人買什麼東西,恩怡的本質是在於
[01:50:23.850 - 01:50:40.750] 你有這樣的服務別人需要這樣的幫忙,正好你們這樣對街上呢?是讓是一個平等溝通的狀態,當然你是賣家,你要多服務一些,多保持一種機器性的機器態度
[01:50:40.750 - 01:50:49.450] 好非將自己的人格和說話的一種水準,降低到一定的非常把自己拉低到一個程度
[01:50:49.450 - 01:51:07.450] 這樣,別人做感覺,一刻就有一種談判的優勢,有機會跟你殺價,甚至很多時候有機會在你各種各樣的便宜,你的身影很容易線於一種更多的被動當中
[01:51:07.450 - 01:51:23.450] 這個是我真的在郵件當中所想說,所以回頭你看前兩封郵件的時候,我們所看到的是一個什麼樣的業務員,我們看到在看這篇郵件的時候,是來說說明是什麼樣的一個狀態
[01:51:23.450 - 01:51:39.450] 這個是我們所需要去從新思考的,客戶是一個伊朗人,他是做貿易的,這個絕政量能清楚,此類產品的客戶有合作的供應商已經有了
[01:51:39.450 - 01:51:46.450] 我們之前公司之前的產品出伊朗很多,但是知名度並不是很高
[01:51:46.450 - 01:51:54.450] 因為此類產品公司剛收購過,客戶之前一直談得都還不錯的
[01:51:54.450 - 01:52:12.450] 後來說他哥哥經常跑中國,然後就說價格高,給了目標價,但是我們做不出來,文州那邊這個價格的確也存在,但是產品質量不同
[01:52:12.450 - 01:52:20.450] 我們可以說,客戶要APP產品,做的一支也不給,總說馬卡的,所以不知道怎麼辦
[01:52:20.450 - 01:52:31.450] 這個是一個案例的過程,所以我們來看一下幾個點,第一個點就是客戶之前聊的還不錯
[01:52:31.450 - 01:52:47.450] 後來做了PR,由於他的哥哥的出現,對中國市場更加了了解,他開始跟你撒價,而且價格是真實的,說明他是真實了解的
[01:52:47.450 - 01:53:04.450] 但是這個產品質量不同,這個關鍵點就是如果說他跟你要了目標價的話,你達不到的話,那麼你做一點不應該是在價格上面,你做一點應該是在產品質量上面
[01:53:04.450 - 01:53:22.450] 如果你以為的評價格,你肯定是這個受傷的,因為這個價格有的時候都是你為你這個指讓,所付出了更多的成本,所以在這個方面,我們要更多的注意力要找,儲產品質量不同的地方
[01:53:22.450 - 01:53:39.450] 後來他管客戶,我看他要一些照片,產品的照片,也是一直沒給,這是很正常的,為什麼說正常呢?因為客戶這個時候不開心了,你總是不給他低價格,他也不願意服務你了
[01:53:39.450 - 01:53:47.450] 但是他為什麼要你等待價格說白了,客戶也知道,可能知道你是你的東西是比較好一些的
[01:53:47.450 - 01:54:01.450] 但是一些的話,他類型來說是有個價格線,他應該來說你好,但是並不要比他高很多,可能接受高那麼一點點,他只能夠接受了,但是讓他換,不是那麼容易的
[01:54:01.450 - 01:54:25.860] 自己需要對比價格的差別,第二個就是要想辦法,就是產品的指量進行對比,客戶引擎花了大量的時間,後我們溝通了,如果價格,如果價格實在達不到,就需要轉秘注意力了
[01:54:25.860 - 01:54:38.860] 我看了一下這個客戶花的時間,我們溝通了,的確不少,有花了大量的時間溝通,說明市場的客戶還是對我們有一定的認可,這個你要把它的認可,都給挖出來
[01:54:38.860 - 01:55:04.140] 然後轉租的注意力在產品的性能上面,對比,說達到效果對比,說達到效果對比,這樣情況下,可以忍客戶,你做好了對比之後,然後你就說這是你們手臨做到的,最好的狀態了,讓客戶直接就不要在產客戶了
[01:55:04.140 - 01:55:34.100] 這個時候,你需要忍落客戶,兩到三天,自己更加要快速的調音市場,做好更多的充足準備,比如說別人的產品應用和應用差別對比,別人產品的外觀上的區別,這些市場需要必須要輕弄清楚的,並非所有的答案都能從客戶來穩穩,很多的答案是要我們自己準備的,這個就是我們的不一樣的地方,我們的工作
[01:55:34.140 - 01:56:04.140] 好,第一個案例,我就先說這麼多,第二個案例,後面的案例就是巴西貿易,也是貿易,再會上拿一樣,爆價,會後聯繫看場,談了價格數量要10萬,也給了最低價格,本以為可以當場下單,但是他有預,因為我要他出一萬元的模具費,20萬個反環,這時候他就說他有20個客戶,
[01:56:04.140 - 01:56:34.140] 你不做,別人也可以,最後拿一樣的樣品回去設施,也通過了,再聯繫,就做你的產品價格不便宜,我不會看你有見的,我才會發了很多消息後回忽,這樣問題很典型,典型在哪,就是市場要低價,壓力的價格,認為壓下來,這個點是壓下來的,說明客戶吧,你認為從你的角度讓認為呢,
[01:56:34.140 - 01:57:04.140] 客戶卡在著一萬塊就模具費,可是我們大家都知道,市場任何做廠家的做模具的,做生產的,模具都是需要錢的,模具會都是要先收的,你一開始,這個時候你不應該說20個反環,你不應該說這個,別人會以為,你做了這個東西的時候,你只在賺拿錢,你明明可以免費的,你做的反環嘛,
[01:57:04.140 - 01:57:34.140] 說明你可以免費,但是你不要我達到那個數量,我達不到怎麼搞,又給客戶又漏洞,他就說有20個客戶需要這個產品,那你跟我免模具費,所以在這個問題上面,你就會是攔扮了,你對自己挖這個坑,讓自己掉在那兒,在這樣的情況下,我建議你,這個情況後面在分析的方方,但是以後跟客戶來說,千萬不要說20萬的什麼反環模具費長的問題,
[01:57:34.140 - 01:58:04.140] 你應該說,當他訂單打到什麼時候,你再跟他透露這樣的優惠,不要以上來就說這樣的事,這個讓別人說,我一開始賺不到便宜,我還得拿你的東西,平什麼樣,平什麼樣,我在你這邊多買,這個邏輯你要露清楚,好東西優惠是驚喜得來了,並不是一開始討價還價得來的,這樣的討價還價當中,我們是急遇陷入被動狀態的,所以,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你只要說,你
[01:58:04.140 - 01:58:34.140] 你說,在這個上面的話,我建議你以後面對心客戶,也不要說這樣的話,如果台灣模具有的話,你就先收他的模具費,收多少記下來,打到數量你退給他,這個時候你跟他說,我們市場有這樣的政策只是一開始擔心你打不到贊量,我沒有跟你說,但是如今你打到了我退你模具費,希望以後長期更多的合作,這樣的更好一些嗎?好,我這個事情我不太說了,
[01:58:34.140 - 01:59:04.140] 那麼後面的話,哪會樣品測試,測試通過了,那麼樣品測試通過了,說明,客戶真的對這個感興趣,他現在唯一的目標就是殺你的價格,他不跟你人氣,不多說,就是價格,賈死你的價格,所以在這個問題上面,第一個,重新審核客戶對模具的認識,任何模具都需要去模具費,為何他不可接受模具費,我剛才的預算,
[01:59:04.140 - 01:59:34.140] 你的輸贏也說清楚了,對不對?這個時候你需要多了工作,就是你的模具的層門是多少?模具費,包給客戶有一個費,你給男人一個費,你這樣人來的還價的話,你的產品價格被一定讓價,你是不是來掉模具上面進行的讓價,所以你在這個上面,你屈要是模具上面,有一些退上,别人才覺得,倉到了便宜,第二個,千萬不要相信客戶所說的,二十,
[01:59:34.140 - 01:59:37.720] 我往圈这个牛皮的基本上打不到这个客户的
[01:59:37.980 - 01:59:41.560] 如果真的有它那么多客户,它就不会为模具费纠结了
[01:59:42.080 - 01:59:45.920] 所以它说它能够接客一套的价格和你最低价格
[01:59:46.180 - 01:59:47.200] 要进行对比
[01:59:47.700 - 01:59:50.780] 在这个点上,我的建议交流当中就是
[01:59:51.040 - 01:59:53.080] 你的自己的价格当中
[01:59:53.340 - 01:59:54.880] 你要把模具费下再让你
[01:59:55.640 - 01:59:59.480] 你的如果说你把整个财卖这样的话,你对市场不提
[01:59:59.740 - 02:00:02.560] 你不要轻易让你的财民价格
[02:00:02.820 - 02:00:03.840] 你让模具价格
[02:00:04.340 - 02:00:06.700] 就结在模具点,那就拿模具动高
[02:00:06.960 - 02:00:08.240] 模具价格让一些
[02:00:09.000 - 02:00:12.340] 然后成本价格在以后打得起不告诉它
[02:00:12.600 - 02:00:13.620] 不打折之类的
[02:00:13.880 - 02:00:16.680] 你保持一个价格维持,市场也是应该可以
[02:00:17.460 - 02:00:19.760] 或者是你模具的话,你这样
[02:00:20.020 - 02:00:24.100] 你跟他说打了多少客户量,你推他多少百分之多少的模具费
[02:00:25.120 - 02:00:26.920] 这样的话,进行对比
[02:00:27.180 - 02:00:30.760] 比如说他打到10个客户,你推不了一个模具价格
[02:00:31.020 - 02:00:33.840] 你跟领导申请推一半的模具费给他行不行
[02:00:34.660 - 02:00:39.520] 先收拉剑,他给你多少客户,你先按了20个客户比费,除
[02:00:39.520 - 02:00:40.800] 你能贫一他多少
[02:00:41.560 - 02:00:43.880] 这样的话,这让客户觉得赞到频率
[02:00:45.140 - 02:00:50.020] 所以在这个点,他们客户核心在于他觉得自己没赞到频率,觉得自己吃虽了
[02:00:50.520 - 02:00:54.620] 还让你被你去很良,他是一个小客户,觉得很爸爸不住面子
[02:00:55.640 - 02:00:59.480] 所以我们在核户与气交流来,一定要保持贫和
[02:00:59.740 - 02:01:02.560] 不及不忙的需要了解客户的真正需求
[02:01:03.080 - 02:01:05.380] 当客户说过才按不你,你说
[02:01:05.640 - 02:01:07.940] 说明了,你是让你已经在求他了
[02:01:08.700 - 02:01:15.360] 你是让没有提供他想要的解决办法,你自己已经在求这达去说上,求这达就给你回答了
[02:01:16.120 - 02:01:21.000] 所以这个时候,你又给不了更低价格,你老求他,你是让这个是你根本没有办法推动
