# 新课抢先学_3. 邮件营销（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:10.140] 那正好 安欲來到這個部分的內容
[00:00:10.140 - 00:00:15.260] 我們在這期內的課程有十到很多的關於郵政影校
[01:02:06.660 - 01:02:08.260] 我們要學習
[01:02:08.260 - 01:02:08.980] 不僅是
[01:02:08.980 - 01:02:10.900] 可以如何開發
[01:02:10.900 - 01:02:11.780] 如何練習
[01:02:11.780 - 01:02:12.500] 新的科護
[01:02:12.500 - 01:02:14.100] 我們要按摩摔摔
[01:02:14.100 - 01:02:15.780] 我們找到了
[01:02:15.780 - 01:02:17.380] 科護的有相的話
[01:02:17.380 - 01:02:19.780] 我們怎麼可以跟他們構統
[01:02:19.780 - 01:02:20.660] 不管是
[01:02:20.660 - 01:02:22.340] 我們決定給他們發
[01:02:22.340 - 01:02:25.220] 這種比較漂亮一點的
[01:02:25.220 - 01:02:26.820] 有件消的有件
[01:02:26.820 - 01:02:27.700] 還是說
[01:02:27.700 - 01:02:28.740] 我們要發
[01:02:28.740 - 01:02:30.660] 這種比較不同的
[01:02:30.660 - 01:02:31.300] 有件
[01:02:31.300 - 01:02:32.660] 就是我們自己寫的
[01:02:32.660 - 01:02:33.700] 還是說
[01:02:33.700 - 01:02:34.420] 通過
[01:02:34.420 - 01:02:35.940] 工具發送的有件
[01:02:35.940 - 01:02:37.140] 都差不多
[01:02:37.140 - 01:02:38.180] 在內容上
[01:02:38.180 - 01:02:39.380] 都是需要主義
[01:02:39.380 - 01:02:41.220] 差不多一樣的一些信息
[01:02:42.260 - 01:02:42.820] 所以
[01:02:42.820 - 01:02:45.220] 我們先需要了解
[01:02:45.540 - 01:02:46.420] 科護
[01:02:46.420 - 01:02:47.220] 他輸到
[01:02:47.220 - 01:02:48.900] 我們有件的時候
[01:02:48.900 - 01:02:50.100] 他會覺得
[01:02:50.100 - 01:02:52.100] 我們有件是
[01:02:52.100 - 01:02:53.460] 什麼樣子
[01:02:53.460 - 01:02:55.620] 他會看到什麼信息
[01:02:55.620 - 01:02:56.980] 他會
[01:02:56.980 - 01:03:00.820] 他會追蹤一些信息等等
[01:03:00.820 - 01:03:01.620] 或是
[01:03:01.620 - 01:03:05.300] 用戶他最管住的點是
[01:03:05.300 - 01:03:06.340] 發尖人
[01:03:06.340 - 01:03:07.940] 還有表題
[01:03:07.940 - 01:03:08.820] 所以如果大家知道
[01:03:08.820 - 01:03:11.780] 有100%最100%的時間和進生
[01:03:11.780 - 01:03:13.060] 還是建議大家
[01:03:13.060 - 01:03:16.180] 把更多的時間和進生放到
[01:03:16.180 - 01:03:17.700] 這裡一個稍微
[01:03:17.700 - 01:03:19.620] 跟有吸意力的表題
[01:03:19.620 - 01:03:22.020] 我這跟世界一點的表題
[01:03:22.020 - 01:03:22.820] 就等於是說
[01:03:22.820 - 01:03:24.820] 不要簡單的寫
[01:03:24.820 - 01:03:26.100] 我們是
[01:03:26.100 - 01:03:27.140] 一個
[01:03:27.140 - 01:03:28.420] 100%的
[01:03:28.420 - 01:03:29.140] 這種
[01:03:29.140 - 01:03:30.420] 還是可以寫
[01:03:30.420 - 01:03:31.300] 我們是可以
[01:03:31.300 - 01:03:32.020] 把你
[01:03:32.020 - 01:03:32.620] 減少
[01:03:32.620 - 01:03:33.060] 100%
[01:03:33.060 - 01:03:34.820] 這30%的
[01:03:34.820 - 01:03:36.100] 成本的
[01:03:37.380 - 01:03:38.100] 21種
[01:03:38.100 - 01:03:39.940] 100%的
[01:03:39.940 - 01:03:41.940] 就等於是說
[01:03:41.940 - 01:03:43.700] 我們不僅是
[01:03:43.700 - 01:03:44.820] 說一下
[01:03:44.820 - 01:03:47.460] 我們公司的
[01:03:47.460 - 01:03:48.260] 民稱
[01:03:48.260 - 01:03:49.700] 還有
[01:03:49.700 - 01:03:51.140] 做什麼業務
[01:03:51.140 - 01:03:52.980] 還是可以寫
[01:03:52.980 - 01:03:53.940] 我們能夠
[01:03:53.940 - 01:03:55.540] 低工什麼方面的
[01:03:55.540 - 01:03:56.500] 有事
[01:03:56.500 - 01:03:57.300] 還有
[01:03:57.300 - 01:03:59.300] 我們發尖些幼件的時候
[01:03:59.300 - 01:04:00.180] 是
[01:04:00.180 - 01:04:02.580] 希望可以得到什麼
[01:04:02.580 - 01:04:03.540] 方面的效果
[01:04:03.540 - 01:04:04.420] 比如說
[01:04:04.420 - 01:04:05.620] 我們希望可以
[01:04:05.620 - 01:04:07.860] 可以介紹我們的長屁
[01:04:07.860 - 01:04:09.060] 介紹我們公司
[01:04:09.060 - 01:04:09.860] 等等
[01:04:09.860 - 01:04:11.940] 那我們在寫表題的時候
[01:04:11.940 - 01:04:13.460] 還是可以寫
[01:04:13.460 - 01:04:14.740] We would like to introduce to you
[01:04:14.740 - 01:04:16.660] to our problems
[01:04:16.660 - 01:04:17.380] 但
[01:04:17.380 - 01:04:17.540] 這個
[01:04:17.540 - 01:04:18.500] 我們發
[01:04:18.500 - 01:04:19.380] 表題的時候
[01:04:19.380 - 01:04:21.060] 還是要表題的
[01:04:21.060 - 01:04:22.020] 自始的
[01:04:22.020 - 01:04:22.740] 限制
[01:04:22.740 - 01:04:24.740] 所以不能寫很多的
[01:04:24.740 - 01:04:26.660] 所以大家還是可以寫
[01:04:26.660 - 01:04:28.500] 接待一點
[01:04:28.500 - 01:04:29.540] 之間一點
[01:04:29.540 - 01:04:31.940] 但是也需要實際一點
[01:04:31.940 - 01:04:32.580] 就是不要
[01:04:32.580 - 01:04:34.020] 進當的寫
[01:04:34.020 - 01:04:34.980] backpacker
[01:04:34.980 - 01:04:35.540] 分析
[01:04:35.540 - 01:04:37.380] 也可以寫
[01:04:37.380 - 01:04:45.500] 就在 進行進行的Later's Back series
[01:04:45.500 - 01:04:48.380] 就可以一些比如說我們是有什麼
[01:04:48.380 - 01:04:51.820] 搞的系列還有我們公司的
[01:04:51.820 - 01:04:56.580] 有多少年的經驗等等
[01:04:56.580 - 01:04:59.140] 就等於我們要寫廣告
[01:04:59.140 - 01:05:00.740] 留言差不多
[01:05:00.740 - 01:05:04.460] 就大家有時候在Google所一些關鍵次的時候
[01:05:04.460 - 01:05:07.660] 就會在書絲結果看到有一些光告
[01:05:07.660 - 01:05:10.200] 或者在白獨在其他書絲絲絲絲絲
[01:05:10.200 - 01:05:11.580] 或者在其他平台
[01:05:11.580 - 01:05:16.180] 你都可以看到這種比較遙暑的一連的廣告
[01:05:16.180 - 01:05:20.340] 那當時在那裡還是會利用比較堅党的
[01:05:20.340 - 01:05:23.660] 比較 比較 自己的一連的語言
[01:05:23.660 - 01:05:26.460] 但是它們一定是需要提到
[01:05:26.460 - 01:05:29.700] 它們公司的一些主要有時是什麼
[01:05:29.700 - 01:05:33.620] 或者它們希望用不看了這一份廣告以後
[01:05:33.620 - 01:05:36.900] 它了解的信息有哪一些
[01:05:36.900 - 01:05:40.740] 就等於是說我們回去講一個
[01:05:40.740 - 01:05:41.780] 有間相關的
[01:05:41.780 - 01:05:44.020] 如果我們要發給Google
[01:05:44.020 - 01:05:45.860] 我們要給Google發一份有間的話
[01:05:45.860 - 01:05:49.340] 我們要們希望用戶很了解
[01:05:49.340 - 01:05:53.340] 我們要給它們發的有間的模式是什麼
[01:05:53.340 - 01:05:54.740] 是介紹商品嗎
[01:05:54.740 - 01:05:58.700] 還是說要請它可以參加
[01:05:58.700 - 01:06:00.460] 我們都活動還是說
[01:06:00.460 - 01:06:03.820] 在一個長方會見面還是什麼信息
[01:06:03.820 - 01:06:06.260] 如果這個已經加了
[01:06:06.260 - 01:06:08.060] 我們還是可以不同更多的
[01:06:08.060 - 01:06:11.060] 關於我們公司的一些有時
[01:06:11.060 - 01:06:13.780] 最好也都是從客戶的角度寫的
[01:06:13.780 - 01:06:14.820] 就等於說說
[01:06:14.820 - 01:06:17.620] 我們比較了解客戶需要什麼
[01:06:17.620 - 01:06:18.540] 不了解的話
[01:06:18.540 - 01:06:20.940] 就還是可以採訪一些客戶
[01:06:20.940 - 01:06:24.500] 了解它們對這個產品的訴求
[01:06:24.500 - 01:06:26.620] 的最大的一個
[01:06:26.620 - 01:06:29.420] 最大的一個訴求在哪裡
[01:06:31.420 - 01:06:36.500] 是在這個產品的功能
[01:06:36.500 - 01:06:38.860] 行光的還是說跟
[01:06:38.860 - 01:06:40.540] 比如說
[01:06:40.540 - 01:06:45.260] 環保方面有關係還是哪一些信息等等
[01:06:45.260 - 01:06:47.340] 都是我們還是需要
[01:06:47.340 - 01:06:48.820] 回去看一下
[01:06:48.820 - 01:06:50.620] 我們發的有間
[01:06:50.620 - 01:06:53.660] 是會出現什麼
[01:06:53.660 - 01:06:55.020] 發見人
[01:06:55.020 - 01:06:56.820] 還有會不會出現
[01:06:56.820 - 01:06:59.260] 我們有間的有間簽名
[01:06:59.260 - 01:07:01.620] 這也是內然用戶者的
[01:07:01.620 - 01:07:03.220] 我們是比較專業的
[01:07:03.220 - 01:07:04.500] 如果我們在
[01:07:04.500 - 01:07:05.740] 有間簽名
[01:07:05.740 - 01:07:07.500] 就是間當的寫了
[01:07:07.500 - 01:07:09.500] 我們的信名
[01:07:09.500 - 01:07:10.700] 我們的港位
[01:07:10.700 - 01:07:12.860] 我們公司的名稱
[01:07:12.860 - 01:07:14.700] 還有我們公司的網質
[01:07:14.700 - 01:07:16.700] 還有一些視角媒體等等
[01:07:16.700 - 01:07:19.260] 那當然沒有交任和
[01:07:19.260 - 01:07:20.700] 小的图片
[01:07:20.700 - 01:07:21.540] 或者說
[01:07:21.540 - 01:07:23.100] 還是說一些班論圖
[01:07:23.100 - 01:07:24.860] 還是期待一些信息
[01:07:24.860 - 01:07:26.460] 那客戶會覺得
[01:07:26.460 - 01:07:28.660] 這個體驗應該是比較小一點
[01:07:28.660 - 01:07:30.740] 比較
[01:07:30.740 - 01:07:31.940] 在發張中
[01:07:31.940 - 01:07:32.940] 不是說
[01:07:32.940 - 01:07:35.540] 你的比較有錢利的公司
[01:07:35.540 - 01:07:36.260] 尤其是說
[01:07:36.260 - 01:07:37.940] 我們要發言有間的時候
[01:07:37.940 - 01:07:39.700] 而在發見人
[01:07:39.700 - 01:07:42.180] 裡面出現一個人的信名
[01:07:42.180 - 01:07:43.340] 那客戶會覺得
[01:07:43.340 - 01:07:44.340] 這個人
[01:07:44.340 - 01:07:45.060] 是誰
[01:07:45.060 - 01:07:46.940] 他不記得他不認識
[01:07:46.940 - 01:07:48.420] 所以他可能會覺得
[01:07:48.420 - 01:07:50.420] 這份有間來自一個
[01:07:50.420 - 01:07:52.420] 像片他的一個
[01:07:52.420 - 01:07:53.620] 魔衫人
[01:07:53.620 - 01:07:56.020] 不是來自這家旗業
[01:07:56.020 - 01:07:58.100] 所以大家還是可以回去
[01:07:58.100 - 01:07:59.420] 再看一下
[01:07:59.420 - 01:08:02.420] 自己發的有件事什麼樣子
[01:08:02.420 - 01:08:03.540] 為了
[01:08:03.540 - 01:08:05.700] 40這方面的信息
[01:08:05.700 - 01:08:07.140] 大家還是可以把一份
[01:08:07.140 - 01:08:10.820] 有件事先發給自己的另外一個有限
[01:08:10.820 - 01:08:12.820] 然後就可以看一下
[01:08:12.820 - 01:08:13.860] 能展示
[01:08:13.860 - 01:08:15.340] 哪一些信息
[01:08:15.340 - 01:08:16.820] 哪一些部分
[01:08:16.820 - 01:08:17.860] 是否
[01:08:17.860 - 01:08:19.620] 我們發的有件就
[01:08:19.620 - 01:08:21.380] 會出現一個比較奇怪的
[01:08:21.380 - 01:08:22.420] 發見人
[01:08:22.420 - 01:08:24.500] 還有有件限名
[01:08:24.500 - 01:08:26.260] 也看起來比較奇怪的
[01:08:26.260 - 01:08:28.020] 說明我們還是需要
[01:08:28.020 - 01:08:32.060] 再改善這兩個部分
[01:08:35.470 - 01:08:36.670] 而且
[01:08:36.670 - 01:08:39.950] 這裡還是給大家講了一些案例
[01:08:39.950 - 01:08:41.230] 這等於是說
[01:08:41.230 - 01:08:42.510] 很多時候
[01:08:42.510 - 01:08:44.030] 把客戶覺得
[01:08:44.030 - 01:08:45.710] 很放鬧的有件
[01:08:45.710 - 01:08:46.990] 都是一些
[01:08:46.990 - 01:08:48.110] 讓我們是寫的
[01:08:48.110 - 01:08:49.870] 太
[01:08:49.870 - 01:08:51.070] 太總體的
[01:08:51.070 - 01:08:52.110] 就是說
[01:08:52.110 - 01:08:53.390] 沒有寫
[01:08:53.390 - 01:08:54.990] 針對他們
[01:08:54.990 - 01:08:56.030] 給一些信息
[01:08:56.030 - 01:08:57.630] 就是像魔般一樣的
[01:08:57.630 - 01:08:58.750] 就等於他們在這裡
[01:08:58.750 - 01:08:59.790] 還是寫了
[01:08:59.790 - 01:09:01.710] 故地還得
[01:09:01.710 - 01:09:03.550] 也沒有寫
[01:09:03.550 - 01:09:04.830] 往上好
[01:09:04.830 - 01:09:06.430] 進往上好或者
[01:09:10.430 - 01:09:10.990] 或者
[01:09:10.990 - 01:09:11.870] 中進的
[01:09:11.870 - 01:09:13.310] 你先順等的
[01:09:13.310 - 01:09:13.790] 就是
[01:09:13.790 - 01:09:17.070] 也沒有把這個小的部分都需要改了
[01:09:17.070 - 01:09:18.750] 然後都是寫的是
[01:09:18.750 - 01:09:20.750] 很重體的
[01:09:20.750 - 01:09:21.790] 很 generic
[01:09:21.790 - 01:09:23.070] 就是沒有體道一些
[01:09:23.070 - 01:09:24.830] 世紀一點的
[01:09:24.830 - 01:09:26.830] 有事還是說沒有
[01:09:26.830 - 01:09:28.430] 你到用戶
[01:09:28.430 - 01:09:30.350] 去看更多的一些信息
[01:09:30.350 - 01:09:30.910] 或者像
[01:09:30.910 - 01:09:32.110] 旁邊一樣的
[01:09:32.110 - 01:09:34.590] 寫得太長的一段話
[01:09:34.590 - 01:09:37.470] 然後就前面都加了很多的
[01:09:37.470 - 01:09:38.030] 一些
[01:09:38.030 - 01:09:39.470] 沒有必要的信息
[01:09:39.470 - 01:09:41.390] 然後開始聊聊聊聊聊
[01:09:41.390 - 01:09:42.510] 很多的分享
[01:09:42.510 - 01:09:43.470] 很多信息
[01:09:43.470 - 01:09:44.110] 以後
[01:09:44.110 - 01:09:45.310] 再分享
[01:09:45.310 - 01:09:46.990] 最重要的一個部分
[01:09:46.990 - 01:09:47.630] 那
[01:09:47.630 - 01:09:48.830] 如果大家還是
[01:09:48.830 - 01:09:49.550] 想要寫
[01:09:49.550 - 01:09:50.590] 更有效的
[01:09:50.590 - 01:09:51.310] 有件
[01:09:51.310 - 01:09:52.190] 還是最好
[01:09:52.190 - 01:09:52.750] 是吧
[01:09:52.750 - 01:09:53.790] 最重要的部分
[01:09:53.790 - 01:09:55.150] 放到頭部
[01:09:55.150 - 01:09:57.150] 因為科部看這份有件的話
[01:09:57.150 - 01:09:59.630] 它的時間還是比較敏感的
[01:09:59.630 - 01:10:01.390] 它不會想要花很長的
[01:10:01.390 - 01:10:03.230] 世界看很多的信息
[01:10:03.230 - 01:10:04.830] 把這事想要快出了
[01:10:04.830 - 01:10:05.390] 要解釋
[01:10:05.390 - 01:10:07.070] 希望它做什麼
[01:10:07.070 - 01:10:08.110] 然後它聊這裡
[01:10:08.110 - 01:10:09.710] 你還是可以給它分享
[01:10:09.710 - 01:10:10.910] 跟多的一些細節
[01:10:10.910 - 01:10:13.070] 跟多的一些信息等等
[01:10:14.270 - 01:10:16.670] 那如果大家還是擔心
[01:10:16.670 - 01:10:17.550] 除了
[01:10:17.550 - 01:10:18.190] 前面說的
[01:10:18.190 - 01:10:19.550] 一個點比如說
[01:10:19.550 - 01:10:20.430] 我們的有件
[01:10:20.430 - 01:10:21.150] 簽名
[01:10:21.150 - 01:10:22.110] 還有
[01:10:22.110 - 01:10:23.070] 發見人
[01:10:23.070 - 01:10:23.470] 還有
[01:10:23.470 - 01:10:25.470] 我們寫的內容等等
[01:10:25.470 - 01:10:26.270] 還是
[01:10:26.270 - 01:10:26.750] 擔心
[01:10:26.750 - 01:10:27.470] 可能是在
[01:10:27.470 - 01:10:28.350] 我們的
[01:10:28.350 - 01:10:30.430] 有件裡面就出現一些比較
[01:10:30.430 - 01:10:31.230] 敏仙的
[01:10:31.230 - 01:10:32.270] 有發出
[01:10:32.270 - 01:10:33.550] 那就可以利用
[01:10:33.550 - 01:10:35.470] 這個免費的工具
[01:10:35.470 - 01:10:36.510] 叫Gramorley
[01:10:36.510 - 01:10:37.870] 當然也有負費版
[01:10:37.870 - 01:10:39.630] 當然其實如果大家
[01:10:39.630 - 01:10:41.230] 想要利用免費版
[01:10:41.230 - 01:10:42.430] 也多差不多的
[01:10:42.430 - 01:10:45.070] 就是說負費版是多一些
[01:10:45.070 - 01:10:45.630] 建議
[01:10:45.630 - 01:10:46.590] 而已
[01:10:46.590 - 01:10:47.230] 那我們
[01:10:47.230 - 01:10:48.270] 要們是可以吧
[01:10:48.270 - 01:10:49.470] 我們剛才寫的
[01:10:49.470 - 01:10:50.430] 有件問題
[01:10:50.430 - 01:10:51.470] 負責爭點
[01:10:51.470 - 01:10:52.830] 在這個網站
[01:10:52.830 - 01:10:54.510] 在這個工具上面
[01:10:54.510 - 01:10:56.590] 然後這個工具會告訴我們
[01:10:56.590 - 01:10:58.110] 我們寫的這一棟話
[01:10:58.110 - 01:10:59.470] 有門
[01:10:59.470 - 01:11:00.590] 我們寫的這一棟話
[01:11:00.590 - 01:11:01.710] 有沒有有與發作
[01:11:01.710 - 01:11:07.020] 有沒有一些需要修改的部分
[01:11:07.020 - 01:11:07.660] 還有
[01:11:07.660 - 01:11:08.700] 如果
[01:11:08.700 - 01:11:09.980] 我們
[01:11:09.980 - 01:11:10.860] 平時
[01:11:10.860 - 01:11:11.820] 趕快戈戈戈
[01:11:11.820 - 01:11:12.780] 還是利用
[01:11:12.780 - 01:11:13.900] 機梅有相
[01:11:13.900 - 01:11:15.100] 或者這些
[01:11:15.100 - 01:11:16.140] 我們還是可以
[01:11:16.140 - 01:11:17.100] 現在
[01:11:17.100 - 01:11:18.620] 這個工具的
[01:11:18.620 - 01:11:19.660] Cronxat件
[01:11:19.660 - 01:11:20.540] 就等於說
[01:11:20.540 - 01:11:21.740] 能到我們打開
[01:11:21.740 - 01:11:22.540] 我們的
[01:11:22.540 - 01:11:23.820] 進來有相
[01:11:23.820 - 01:11:24.420] 我們可以
[01:11:24.420 - 01:11:25.420] 一邊寫
[01:11:25.420 - 01:11:26.380] 一邊看到
[01:11:26.380 - 01:11:27.340] 我們寫的
[01:11:27.340 - 01:11:28.380] 有這樣的內容
[01:11:28.380 - 01:11:29.660] 是否有一些
[01:11:29.660 - 01:11:30.700] 必照米香的
[01:11:30.700 - 01:11:31.500] 有放錯誤
[01:11:31.500 - 01:11:32.860] 還是有一些
[01:11:32.860 - 01:11:33.900] 表點
[01:11:33.900 - 01:11:34.380] 釋放的
[01:11:34.380 - 01:11:35.020] 不對的
[01:11:35.020 - 01:11:35.660] 還有一些
[01:11:35.660 - 01:11:36.380] 拼寫的
[01:11:36.380 - 01:11:37.420] 錯誤等等
[01:11:37.420 - 01:11:38.540] 我們就可以馬上
[01:11:38.540 - 01:11:39.180] 修改
[01:11:39.180 - 01:11:39.740] 這樣就可以
[01:11:39.740 - 01:11:40.540] 避免
[01:11:40.540 - 01:11:41.260] 讓科護者
[01:11:41.260 - 01:11:42.140] 我們是比較
[01:11:42.140 - 01:11:43.020] 促新
[01:11:43.020 - 01:11:43.820] 不轉業的
[01:11:43.820 - 01:11:44.220] 一個
[01:11:44.220 - 01:11:45.260] 一家旗業
[01:11:46.620 - 01:11:48.140] 所以感謝大家
[01:11:54.460 - 01:11:55.420] 那就好
[01:11:55.420 - 01:11:56.540] 歡迎來到
[01:11:56.540 - 01:11:57.500] 這一系列
[01:11:57.500 - 01:11:58.380] 科神的
[01:11:58.380 - 01:11:59.900] 最後一個部分
[01:11:59.900 - 01:12:01.900] 第15個部分
[01:12:01.900 - 01:12:02.620] 我們
[01:12:02.620 - 01:12:03.660] 這樣學習
[01:12:03.660 - 01:12:04.300] 我們怎麼
[01:12:04.300 - 01:12:05.100] 可以通過
[01:12:05.100 - 01:12:05.500] 有件
[01:12:05.500 - 01:12:07.580] 開發新的個戈
[01:12:07.580 - 01:12:09.020] 我們在千年的部分
[01:12:09.020 - 01:12:09.500] 有水道
[01:12:09.500 - 01:12:10.300] 很多的
[01:12:10.300 - 01:12:11.100] 也是跟
[01:12:11.100 - 01:12:12.940] 有件以效有關係
[01:12:12.940 - 01:12:14.220] 但是
[01:12:14.220 - 01:12:14.540] 這個
[01:12:14.540 - 01:12:14.940] 我們的
[01:12:14.940 - 01:12:15.980] 這場個部分
[01:12:15.980 - 01:12:16.540] 我們有
[01:12:16.540 - 01:12:17.900] 水果跟多的
[01:12:17.900 - 01:12:18.700] 給不同
[01:12:18.700 - 01:12:19.900] 有件有關係
[01:12:19.900 - 01:12:20.540] 比如說
[01:12:20.540 - 01:12:21.420] 我們怎麼可以
[01:12:21.420 - 01:12:22.140] 找到
[01:12:22.140 - 01:12:22.300] 我
[01:12:22.300 - 01:12:23.740] 新科護的
[01:12:23.740 - 01:12:24.620] 有象
[01:12:24.620 - 01:12:25.100] 還有
[01:12:25.100 - 01:12:25.900] 我們怎麼可以
[01:12:25.900 - 01:12:27.500] 感科護溝通
[01:12:27.500 - 01:12:28.300] 這個部分
[01:12:28.300 - 01:12:29.580] 主要是說
[01:12:29.580 - 01:12:30.220] 等到
[01:12:30.220 - 01:12:30.700] 我們
[01:12:30.700 - 01:12:31.980] 已經找到了
[01:12:31.980 - 01:12:32.540] 科護的
[01:12:32.540 - 01:12:33.500] 有象
[01:12:33.500 - 01:12:34.220] 然後我們
[01:12:34.220 - 01:12:34.860] 已經
[01:12:34.860 - 01:12:35.980] 可以寫一些
[01:12:37.020 - 01:12:37.820] 沒有
[01:12:37.820 - 01:12:38.460] 你想要
[01:12:38.460 - 01:12:39.180] 放錯我的
[01:12:39.180 - 01:12:40.540] 有件以後
[01:12:40.540 - 01:12:42.460] 那我們怎麼可以
[01:12:42.460 - 01:12:43.260] 還是
[01:12:43.260 - 01:12:44.140] 變成新的
[01:12:44.140 - 01:12:44.860] 科護
[01:12:44.860 - 01:12:46.220] 開發他們
[01:12:46.220 - 01:12:47.340] 讓他們
[01:12:47.340 - 01:12:48.620] 覺得我們還是
[01:12:48.620 - 01:12:49.660] 比較不錯的
[01:12:49.660 - 01:12:50.940] 一家旗業
[01:12:50.940 - 01:12:51.820] 這個是
[01:12:51.820 - 01:12:56.940] 我們將學習的內容
[01:12:56.940 - 01:12:58.060] 最理想的
[01:12:58.060 - 01:12:59.900] 一個
[01:12:59.900 - 01:13:01.420] 開發科護
[01:13:01.420 - 01:13:01.580] 的
[01:13:01.580 - 01:13:02.060] 有件的
[01:13:02.060 - 01:13:02.780] 邏輯
[01:13:02.780 - 01:13:03.900] 是
[01:13:03.900 - 01:13:04.460] 叫
[01:13:04.460 - 01:13:05.660] 阿姨打
[01:13:05.660 - 01:13:06.140] 阿姨的
[01:13:06.140 - 01:13:06.460] 是
[01:13:06.460 - 01:13:07.020] 分成
[01:13:07.020 - 01:13:08.380] 這死個部分
[01:13:08.380 - 01:13:09.580] 第一個是
[01:13:09.580 - 01:13:10.780] 阿丹神
[01:13:10.780 - 01:13:11.740] 主義力
[01:13:11.740 - 01:13:12.700] 第二個是
[01:13:12.700 - 01:13:13.660] Inchrist
[01:13:13.660 - 01:13:14.940] 新曲
[01:13:14.940 - 01:13:16.540] 第三個是
[01:13:16.540 - 01:13:17.340] 這次愛
[01:13:17.340 - 01:13:18.140] 就代曼宇宙
[01:13:18.140 - 01:13:19.260] 曜宙
[01:13:19.260 - 01:13:20.220] 第四個是
[01:13:20.220 - 01:13:20.860] Action
[01:13:20.860 - 01:13:21.740] 就是
[01:13:21.740 - 01:13:23.340] 行動
[01:13:23.340 - 01:13:24.700] 那我們先需要
[01:13:24.700 - 01:13:27.020] 新科護的主義力
[01:13:27.020 - 01:13:28.140] 它才會
[01:13:28.140 - 01:13:28.860] 遠一點
[01:13:28.860 - 01:13:30.540] 即打開我們的有件
[01:13:30.540 - 01:13:33.100] 所以注意力的意思是說
[01:13:33.100 - 01:13:33.820] 我們需要
[01:13:33.820 - 01:13:34.860] 使人這一個
[01:13:34.860 - 01:13:35.980] 比較
[01:13:35.980 - 01:13:37.660] 有新一地的表題
[01:13:37.660 - 01:13:40.460] 就可以新科護的主義力
[01:13:40.460 - 01:13:41.420] 同時
[01:13:41.420 - 01:13:44.300] 我們在寫這份有件的
[01:13:44.300 - 01:13:45.260] 潛一段話
[01:13:45.260 - 01:13:47.020] 也是非常關鍵
[01:13:47.020 - 01:13:47.980] 因為科護
[01:13:47.980 - 01:13:49.260] 也是按照
[01:13:49.260 - 01:13:50.140] 前面寫的
[01:13:50.140 - 01:13:51.340] 第一段話
[01:13:51.340 - 01:13:54.780] 來判斷它是否想要繼續看我們
[01:13:54.780 - 01:13:57.420] 給它發的有件
[01:13:57.420 - 01:13:58.060] Inchrist
[01:13:58.060 - 01:13:59.100] 是說
[01:13:59.100 - 01:14:00.860] 讓它覺得
[01:14:00.860 - 01:14:03.260] 你在給我介紹的CAC
[01:14:03.260 - 01:14:05.820] 跟我還是比較有關係的
[01:14:05.820 - 01:14:08.780] 或者我確實需要
[01:14:08.780 - 01:14:09.900] 所以很多時候
[01:14:09.900 - 01:14:12.860] 在Inchrist這個部分
[01:14:12.860 - 01:14:14.700] 在Inchrist這個部分
[01:14:14.700 - 01:14:15.820] 我們可以分享
[01:14:15.820 - 01:14:17.260] 跟多的CAC
[01:14:17.260 - 01:14:19.260] 也都是
[01:14:19.260 - 01:14:23.020] 比如說我們可以分享很多CAC
[01:14:23.020 - 01:14:24.140] 因為買錯了
[01:14:24.140 - 01:14:25.180] 設備
[01:14:25.180 - 01:14:25.900] 就會
[01:14:25.900 - 01:14:28.380] 浪費很多的錢
[01:14:28.380 - 01:14:30.940] 還團隊的時間
[01:14:30.940 - 01:14:32.700] 那如果你選擇
[01:14:32.700 - 01:14:34.300] 我們這個
[01:14:34.300 - 01:14:35.420] 設備的話
[01:14:35.420 - 01:14:36.940] 我們可以幫你
[01:14:36.940 - 01:14:39.660] 減少被分支20%的成本
[01:14:39.660 - 01:14:41.740] 也可以提高你團隊的
[01:14:41.740 - 01:14:42.700] 消律
[01:14:42.700 - 01:14:43.580] 到到
[01:14:43.580 - 01:14:45.420] 然後讓你的團隊的消律
[01:14:45.420 - 01:14:48.060] 到到20%一下的
[01:14:49.020 - 01:14:49.820] 就是
[01:14:49.820 - 01:14:50.780] 然後就提到
[01:14:50.780 - 01:14:53.500] 其他一些方面的CAC等等
[01:14:53.500 - 01:14:54.620] 就可以讓客戶
[01:14:54.620 - 01:14:55.500] 覺得
[01:14:55.500 - 01:14:56.700] 它對這個
[01:14:56.700 - 01:14:57.980] 這個產品
[01:14:57.980 - 01:14:59.580] 或者它對我們公司
[01:14:59.580 - 01:15:01.980] 還是比較感興趣
[01:15:01.980 - 01:15:04.860] 至少是想要了解更多的
[01:15:04.860 - 01:15:05.420] 那在
[01:15:05.420 - 01:15:06.540] 在Inchrist
[01:15:06.540 - 01:15:08.460] 是說我們需要讓客戶
[01:15:08.460 - 01:15:09.260] 總
[01:15:09.260 - 01:15:10.940] 對我們感興趣
[01:15:10.940 - 01:15:11.500] 到
[01:15:11.500 - 01:15:13.820] 它覺得它確實需要
[01:15:13.820 - 01:15:16.220] 我們的需要我們的產品
[01:15:16.220 - 01:15:17.740] 那在Inchrist的部分
[01:15:17.740 - 01:15:19.020] 我們可以分享
[01:15:19.020 - 01:15:19.580] 跟多
[01:15:19.580 - 01:15:21.340] 我們是
[01:15:21.340 - 01:15:23.260] 怎麼把到其他企業
